view,run,removed,degree,strength,largest_component_nodes,components,global_efficiency_loss
validated_probable_no_concept,23,meat,2,2.0,149,98,0.0008939783083943692
validated_probable_no_concept,24,clothes,1,1.0,152,97,-0.000181686155985461
validated_probable_no_concept,25,wool,2,2.0,151,97,0.00024543552394158674
validated_probable_no_concept,26,distribution of salt,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,27,yak,6,6.0,146,100,0.0023564778135990797
validated_probable_no_concept,28,yak,6,6.0,146,100,0.0023564778135990797
validated_probable_no_concept,29,thousanns of mules,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,30,meat,2,2.0,149,98,0.0008939783083943692
validated_probable_no_concept,31,"their cattle, on their sheep and goats",1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,32,thousanns of mules,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,33,goats,1,1.0,151,97,0.0002392011099764807
validated_probable_no_concept,34,coarse wool,1,1.0,151,97,0.00010740802774704405
validated_probable_no_concept,35,distribution of salt,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,36,chang-luk sheep,2,2.0,150,98,0.0004668566284673631
validated_probable_no_concept,37,salter water,1,1.0,151,97,0.00023462920640213158
validated_probable_no_concept,38,cultivator,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,39,livestock,2,2.0,151,97,0.000362677142118413
validated_probable_no_concept,40,the salt from tso kar,1,1.0,152,97,-0.00016921732805529055
validated_probable_no_concept,41,grain,2,2.0,152,98,-0.0001588266381134587
validated_probable_no_concept,42,sugarcane and tobacco cultivation,1,1.0,152,97,-0.00014635781018330213
validated_probable_no_concept,43,wool,2,2.0,151,97,0.00024543552394158674
validated_probable_no_concept,44,"their cattle, on their sheep and goats",1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,45,fish,1,1.0,152,97,-0.0001775298800087352
validated_probable_no_concept,46,salter water,1,1.0,151,97,0.00023462920640213158
validated_probable_no_concept,47,salt and wool,1,1.0,152,97,-0.00016506105207856475
validated_probable_no_concept,48,mandi salt sources,1,1.0,151,97,0.00023339221950419847
validated_probable_no_concept,49,salt from the lakes in trucks,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,50,thousanns of mules,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,51,"their cattle, on their sheep and goats",1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,52,two sheep,1,1.0,151,97,0.0003515788956709731
validated_probable_no_concept,53,clothes to wear,1,1.0,152,97,-0.00017752988000872827
validated_probable_no_concept,54,salt mining in the punjab,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,55,tea,4,4.0,149,99,0.0010254002945546264
validated_probable_no_concept,56,movement of goods,1,1.0,152,97,-0.00018792056995055317
