node,weighted_degree,weighted_in_degree,weighted_out_degree,pagerank,betweenness,closeness,eigenvector
tolerance and compassion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tolerance of other religions,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tonyot shah,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
toosh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
top of a mound of glacial debris,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
torch,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tourism,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tourism would result in cultural erosion and psychological disorientation,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tourist authorities,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tourist industry,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tourist's anorak and camera,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tourist_boom,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
tourists,5.0,0,5.0,0.00020559983644291994,0.0,0.0,8.796228153165437e-37
towards the end of may 1715 to cross the zoji-la,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
town,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
towns,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traces of andrade and his work,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,0.00034194996587713123
track to ri-dzong,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tracks used by traders in kinnaur,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
trade,3.0,1.0,2.0,0.0002638307633282781,1.4244205177858735e-05,0.0003002101471029721,0.051794852082084404
trade caravans,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
trade embargo,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
trade goods,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,2.3245442716016918e-05
trade in smuggled wool,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
trade in tea,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
trade routes,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.05151402154420503
trade with western tibet,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
trader from hoshiarpur,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traders,3.0,0,3.0,0.00020559983644291994,0.0,0.0,0.004753229843657243
traders of old,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traders_from_kashmir_punjab_central_asia_and_tibet,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
trades of pre-modern ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tradition,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traditional agriculture,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traditional amchi families,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traditional camping grounds and monastery near tso kar,1.0,1.0,0,0.00029869106520774796,0.0,0.0013263830135640405,0.00040997500228803617
traditional culture,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
traditional industry in kashmir,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
traditional patterns of commerce,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
traditional self-reliance,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
traditional village archery festivals,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
traditionalist attitudes,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
traditionally_grown_trees,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
training centre,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tranquillity and balance,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
trans-karakoram trade,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
transhumant gaddi shepherds,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
transporters,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
trapdoor,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traveler,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
travelers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
traveller,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
travellers,3.0,0,3.0,0.00020559983644291994,0.0,0.0,8.345474291697066e-42
travellers from srinagar,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
travellers in summer,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
travels,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
treasure-houses of an otherwise vanished art,1.0,1.0,0,0.0003548253819563675,0.0,0.0010507355148604023,7.509552051161018e-30
treaty,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
treaty of tingmosgang,3.0,0,3.0,0.00020559983644291994,0.0,0.0,0.003825182067799686
treaty road,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
tree with a bird sitting on it,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tree with a different kind of bird sitting on it,2.0,2.0,0,0.0005549853977550687,0.0,0.0006004202942059442,8.194419496924599e-45
trekkers and climbers,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
trekking and mountaineering expeditions to the adjoining massifs,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
trevor morlin,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.80716068102121e-35
tributary valley of the indus,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tribute and loyalty to mughal india,1.0,1.0,0,0.0002864979374360122,0.0,0.0004002801961372961,4.702658656329462e-05
"tribute, loyalty, and mosque construction",1.0,1.0,0,0.0002864979374360122,0.0,0.0004002801961372961,4.702658656329462e-05
trilingual,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
trips to ladakh,1.0,1.0,0,0.00021479419331955544,0.0,0.0003002101471029721,0.004194634400455215
trough_of_zanskar_and_suru_valleys,1.0,1.0,0,0.0002633616825489635,0.0,0.0007719689496933567,1.6830598661207127e-06
troupes from seven villages of the district,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
trucks,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
true,1.0,1.0,0,0.0004300899991073972,0.0,0.0004503152206544581,4.506338807828932e-41
tsampa,2.0,2.0,0,0.00038849301050357263,0.0,0.0008005603922745922,0.0004315364153510084
tsampa bag,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,1.5968945207374223e-36
"tsampa, change, butter-tea",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tsangpo river tributaries,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tsangpo valley,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tsaparang,2.0,1.0,1.0,0.00022306911450852736,9.015319732821984e-08,0.0003002101471029721,8.148223372994805e-32
tsaparang for about five years,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tsaparang mission,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tsarap,2.0,2.0,0,0.00045931749259544034,0.0,0.0006822957888703911,2.5886632310262366e-08
tsering samphel,2.0,1.0,1.0,0.00038029261709899437,1.5416196743125592e-05,0.0003002101471029721,0.0004121741586171601
tsetan phuntsog,2.0,0,2.0,0.00020559983644291994,0.0,0.0,6.858679602020341e-43
tshe-spal namgyal,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tshe-stang,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tshe-wang,4.0,0,4.0,0.00020559983644291994,0.0,0.0,6.23270351986333e-39
tshe-wang namgyal,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0002888878953181936
tshe-wang namgyal and family,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tshogs-khang,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tsilatse,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tso kar,4.0,1.0,3.0,0.00038029261709899437,1.5596503137782032e-05,0.0003002101471029721,0.00041664401811521726
tso kar and its precincts,2.0,2.0,0,0.00047338384586382236,0.0,0.0015528111057050281,0.0004121741586171601
tso kar belongs to them,1.0,1.0,0,0.00029869106520774796,0.0,0.0013263830135640405,0.00040997500228803617
tso kar lake,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tso kar salt lakes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tso-moriri lake,3.0,1.0,2.0,0.00029294622677095714,1.8030639465643968e-07,0.0003002101471029721,8.326628382230448e-41
tson-ka-pa,3.0,0,3.0,0.00020559983644291994,0.0,0.0,2.471797159632683e-36
tukuche,5.0,2.0,3.0,0.0005549853977550687,7.212255786257587e-07,0.0006004202942059442,1.828681949555317e-33
turning up the suru river,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
turquoise-studded head-dress,1.0,1.0,0,0.0002864979374360122,0.0,0.0004002801961372961,4.893081202719235e-38
turquoise-studded shoulder ornament,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
twenty-one kilometres up the nubra,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
twenty-three or twenty-four miles with sixty pounds,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,6.981412360928673e-33
two gompas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
two harvests a year,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
two missionaries,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
two muslims looking after the chigtan gompa,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
two other social features,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
two priests,3.0,1.0,2.0,0.00038029261709899437,1.8030639465643968e-07,0.0003002101471029721,8.345474291697066e-42
two-and-a-half months,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
two_clips_per_year,1.0,1.0,0,0.00042274201965125907,0.0,0.0004503152206544581,2.0757892814178643e-06
type of education peculiarly suited to ladakh's needs,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
uk,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
umasi-la,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.6830598661207127e-06
uncle tshe-wang namgyal,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
uncomprehending observance,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
uncompromising,1.0,1.0,0,0.0006320311681229742,0.0,0.0010007004903432402,1.636864910199074e-06
unconnected,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
undermining traditional agriculture,2.0,2.0,0,0.0005549853977550687,0.0,0.0006004202942059442,8.194419496924599e-45
uneasy,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"uninhabited and totally lacking in any kind of facility for caravans, or even grass for the horses.",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
unique culture trending toward disappearance,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
unique three-storey temple,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,8.998589102701464e-10
unrivalled understanding of ladakh,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
until the re-establishment of the tibetan monasteries in india,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
untilled,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
untouched,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
unwelcome cesses,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
upland pastures,1.0,1.0,0,0.00034356236899363177,0.0,0.010501557487344338,0.0003649209202137959
upland plateau,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
uplands,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
upper lahul,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
upper shayok,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
upper suru valley,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.6105902899893888e-06
upshi,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
upshi and khaltse,2.0,1.0,1.0,0.00038029261709899437,1.4154051980530515e-05,0.0003002101471029721,0.05151402154420503
urdu from the curriculum,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
urgent,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
use of chemical fertilizers and introduction of high-yield-­ing varieties of crops,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
use of solar energy,1.0,1.0,0,0.00024604888693946606,0.0,0.0004002801961372961,1.5209821497553187e-32
usual fierce guardian divinities,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
utpala,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.004916468311593924
vairocana,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
vajrapani,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.4490024047636377e-41
vajrayana,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
vajrayana buddhism of tibet,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
vajrayana form of mahayana buddhism,1.0,1.0,0,0.0002886473672143272,0.0,0.0004002801961372961,0.00030831250660548785
vajrayana iconography,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
valley,2.0,1.0,1.0,0.0003175186922935736,3.6061278931287936e-07,0.0006861946219496504,2.5474644503815938e-05
valley of the changchenmo river,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
valley of the shayok and nubra itself,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,4.5790314005722894e-06
valleys,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
valleys and lower mountain slopes with vegetation,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
valleys of central ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.0449604913381812e-05
valleys of the chandra and bhaga rivers,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
valli and summers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
valuable corrective,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
vanished glories,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
varieties,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
variety of animal and bird life,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
various events,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
various fortresses,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
vegetation,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
vehicle,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
verandah,2.0,1.0,1.0,0.00038029261709899437,6.310723812975389e-07,0.0003002101471029721,1.605700549228538e-07
very ancient design incorporating ibex horn,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
very cold water,1.0,1.0,0,0.0004914790578593501,0.0,0.0008339170752860336,2.8424839434104154e-05
very special occasions like the entry of a new dalai lama into lhasa or the death anniversaries of tson-ka-pa and the various dalai lamas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"vicinity of dras and the upper suru valley, including rangdum",1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
video about salt routes and barter caravans in nepal,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
vigorous social and cultural identity,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
village,4.0,3.0,1.0,0.0005669054229712281,4.507659866410992e-07,0.001072179096796329,2.786276569355508e-33
village children,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
village community,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
village education committees,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
village families,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
village of baltal,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
village schools,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
village weaver,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
village women,3.0,0,3.0,0.00020559983644291994,0.0,0.0,8.345474291697066e-42
village women as community health-workers and auxiliary nurse-mid-wives,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
